Episode,Timestep,Action
79,2,"[[ 0.77517205  0.5128124  -0.7569717   0.19912098 -1.1153301  -4.3138614
   0.5844706   1.6595614   1.4380153  -0.15872058 -0.00503111  1.0034977
  -1.0413973   0.82572645 -0.98069847  1.334618   -0.63590354 -0.6386361
  -1.3784351  -1.7831907  -0.44516814 -0.21575499 -0.7039195   1.7525098 ]]"
80,2,"[[ 0.4010914   1.2502325  -0.8418646   0.52470016  0.01482868 -4.3521376
  -0.466571    2.0318332   1.1041453  -0.08000645 -0.170499    1.1188788
  -1.0491623   1.156029    0.05184674  1.4349318  -0.37582284 -1.5413084
  -1.0314164  -1.1291647  -0.37991107  0.13660908 -1.3334384   2.5348718 ]]"
81,2,"[[ 0.85044646  1.6737175  -1.566651    0.41549218 -1.7551451  -4.113257
  -0.03836265  1.2777634   2.30304    -0.73357904 -0.07284631  1.5463617
  -1.0970613   1.9639373  -2.1309772   1.4637377  -0.23396233 -0.3255003
  -1.143786   -1.269241    1.126857    0.2886172  -0.86846614  1.0378267 ]]"
82,2,"[[ 1.5028648   0.5379763  -2.4250424   0.77545846 -0.4238659  -4.186091
  -0.6668113   0.72051394  1.5895671  -0.766552   -1.4857532   0.91088635
   0.11332339  1.2068441  -0.6681052   1.220598   -0.4977968  -1.0082557
  -1.3606029  -1.214244   -0.8248227   0.31613564 -0.46438527  1.4147066 ]]"
83,2,"[[ 1.5205741   0.6980317  -2.2251396   0.6780351  -1.0141517  -4.07258
  -0.15724699  0.15570074  1.3130964  -0.18776667 -0.3722334   0.7187892
  -0.8904009   1.3798406  -1.1032755   0.9960338   0.2589679  -1.5515461
  -1.6508389  -1.1170614   0.08599719 -0.6962884  -1.2704235   1.9212408 ]]"
84,2,"[[ 2.1447537   0.50980026 -1.492068   -0.15058345 -1.6210374  -4.081748
  -0.89418507  0.6958415   0.76806056  0.2038104   0.2961383   1.405361
  -0.62050104  2.5084703  -1.1193995   2.0408204  -0.8279202  -1.7349609
  -0.5684378  -1.3844432   0.23719358  0.6572268  -0.16294652  1.8958089 ]]"
85,2,"[[ 0.15931469  0.52501106 -2.0236113   0.5634434  -1.0712154  -4.2268963
  -1.011275    0.7784172   2.3496146  -0.8133819   0.65899074  0.80995655
   0.23688519  1.1608627  -1.4306465   1.7444779  -0.11187929 -0.44896185
  -0.14473861 -1.3546053   0.20381853  0.9699168  -0.6065186   1.3800824 ]]"
86,2,"[[ 0.16291195  0.65767485 -2.0938065  -0.39527267 -1.1986988  -4.5317354
  -0.85086733  0.8584305   2.0961041  -1.7184402  -0.6152922   0.227849
  -0.8882185   1.4859757  -2.2350044   2.3926992  -1.1259497  -0.63475573
  -1.8352101  -0.85288715 -1.0636989   0.8692043   0.04803592  0.22753763]]"
87,2,"[[ 1.5472294   1.8809018  -1.6476754  -1.250082   -0.39473647 -4.794204
   0.03131557  0.01843524  0.5896456  -1.2026259  -0.2685081   1.738488
  -0.32384765  1.7809309  -0.02800465  1.2915175  -0.26224476 -1.2388057
  -0.3526594  -0.07673228 -0.32452857  1.1888946  -0.22207314  2.014979  ]]"
88,2,"[[ 0.46956718 -0.18353409 -2.501535    1.0447767  -1.3786883  -5.1604176
   0.02597827  0.6485842   1.0987533  -0.7606914   0.07239853  1.1012995
  -1.5893736   1.7022643  -2.6703534   2.0187647  -0.09382838  0.539094
  -0.7083506   0.0391686  -0.47417444  0.29324895 -0.60886806  1.8922502 ]]"
89,2,"[[ 0.8338356   0.4473713  -2.5662436   0.24232665 -0.7092154  -3.93532
  -0.25157678  1.6153486   1.4518068  -0.7354602  -0.18545361  1.2359638
  -0.6455691   0.6681115  -1.4290764   1.7772053  -0.62256575 -1.0987151
  -1.3478878  -0.8919378   0.1822565   0.342968   -0.87708217  1.1576171 ]]"
90,2,"[[ 1.1017598  -0.00547886 -1.3223841   0.08643104 -0.7716344  -4.1457176
  -0.20469958  1.6856296   0.9876132  -0.73031664 -0.00922365  1.3845588
  -0.3480786   2.2565715  -1.4271655   0.8131249  -0.8042656  -1.4065747
  -1.3916993  -0.8514724  -0.67213476  0.5154297  -0.02989709  2.0453486 ]]"
91,2,"[[ 0.87939703  0.12196216 -1.9463279   0.34592718 -0.44672942 -5.173506
   0.08264351  1.2386421   1.4329414  -0.10384828 -0.24446939  0.85068035
  -1.3240097   1.7866789  -1.8113475   1.161898   -0.40122563 -1.0989659
   0.20770252 -1.3069915   0.423459   -0.30361107  0.2805012   1.2089577 ]]"
92,2,"[[ 1.3620338   1.0052807  -1.6352172  -0.5759269  -1.5469656  -4.4343762
  -0.11341979  1.4227264   1.5706955  -1.0264556  -1.3409431  -0.79007983
  -0.809012    0.9931873  -1.7697811   2.3405223  -0.6140268  -1.4464066
  -0.2442159  -0.64154506 -0.7999273   1.229581   -1.0871868   1.255234  ]]"
93,2,"[[-1.0615903e-01  4.6599683e-01 -2.2450769e+00  5.4556185e-01
  -1.1685627e+00 -4.4745474e+00  1.2581801e-01  1.3704674e+00
   1.8702077e+00 -3.5817742e-01 -3.4828544e-01  1.1461344e+00
  -1.2264885e+00  1.1712123e+00 -1.6343865e+00  1.7723984e+00
  -1.0674996e+00 -1.7932823e+00 -1.3375140e+00 -5.7910776e-01
  -2.4515986e-03  1.2062703e-01 -1.1453161e+00  1.7126647e+00]]"
94,2,"[[ 0.80112255  0.58819747 -2.718948    0.40145668 -0.09411019 -4.4011426
  -0.09590851  1.2548344   1.550998    0.3386001  -0.25649178  0.91487545
  -0.4039963   0.3890928   0.23500526  1.5557349   0.420727   -0.8126694
  -0.18539792 -1.4634622  -0.06518079 -0.8408734  -0.6546569   1.3208723 ]]"
95,2,"[[ 0.6649772   0.39404452 -1.8269237  -0.458404   -0.26044625 -4.7938566
  -0.03755552  0.9115523   1.8883984  -0.45873725 -0.46420234  0.38444757
  -0.3370044   1.4189683  -1.2930567   1.5891004  -0.49307114 -0.99494666
  -1.0775697  -0.7890977  -0.61000484 -0.5785146  -0.95243     1.8863505 ]]"
96,2,"[[-0.06234002  0.72907865 -2.1705353  -0.21131156 -1.9410543  -5.086245
  -0.6046686   0.6385578   1.6158501   0.09508198  0.2179419  -0.197465
  -0.7828637   0.86690587 -0.73591185  1.9874878  -0.7789959  -0.74647576
  -1.8461878  -0.19847167 -0.47748306  0.9377617  -0.08416939  2.043196  ]]"
97,2,"[[ 0.7238097   0.5657314  -1.6621302   0.83887947 -0.41783476 -4.3490205
  -0.3703857   2.2460885   0.917125   -0.33506626  0.05033921  1.1551583
  -0.54481274  1.6559813  -1.0251901   1.5996403   0.00454032 -1.3576758
  -1.3387053  -1.3370721   0.37359494 -0.41391537 -0.39363974  0.69547534]]"
98,2,"[[ 0.74618465  0.12564981 -1.969409   -0.43322513 -0.95813173 -3.7238257
   0.1494647   0.851383    2.2164805  -0.63762957 -0.19498803 -0.44397438
  -1.2028449   1.9916219  -3.6805818   2.0254817   0.11317152 -0.63981
  -0.28097773 -0.66694355 -0.66016054  0.08986223 -0.73435974  1.6226134 ]]"
99,2,"[[ 0.73430264  0.5263054  -1.6744142   0.12228484 -1.0621021  -4.929533
  -1.1361394   1.2634188   2.348843   -0.05574861 -1.2320865   0.69487095
  -1.0894306   0.27189338 -0.33284807  2.450093    0.92601705 -1.0577948
  -1.3051864   0.05153191  0.9758631  -1.1311532  -0.4291969   1.7904773 ]]"
100,2,"[[ 1.0870079  -0.95417976 -0.85746086  0.35323125 -0.5377256  -4.1503687
  -0.7095038   2.30528     2.1607153   0.02060777 -0.65059054  1.1415722
  -0.4818252   1.8139577  -0.05392456  2.270724   -0.40093997 -0.39792025
  -1.1109017  -0.3380955   0.20247692 -0.36550766 -0.45987153  1.9427342 ]]"
101,2,"[[ 1.1517179   0.9408288  -2.743472   -1.0974765   0.28381205 -4.7316456
  -0.26200402  0.54300916  1.6776298  -0.67990917 -0.69144595  0.5144119
  -1.6611983   1.5353487  -1.5193762   1.7780427  -0.2473837  -1.5962806
  -0.6533424  -0.8939906   0.4904013   0.19268979 -0.6629337   2.1420276 ]]"
102,2,"[[ 1.0565457   0.35179856 -1.7472185  -0.4021374  -0.6320292  -4.658872
  -1.0874795   2.2761827   0.2477454  -0.50164187 -0.45591146  0.37514067
  -1.2199556   0.5506692  -1.3080862   1.8007219  -1.6485505  -1.06455
  -1.3804774  -0.28452057  0.6183077   1.0698462  -0.49169183  1.9450933 ]]"
103,2,"[[ 1.6883707   0.5664923  -1.1589866  -0.27290067 -1.4589069  -4.7920175
  -0.20924649 -0.6616409   2.1965885  -0.459113   -0.8522306   1.388326
   0.13138855  1.7807047  -2.4539757   1.0634711  -1.6630201  -1.1263776
  -0.57391775 -1.1643039  -0.25109863  0.48424742 -0.5113325   0.7128571 ]]"
104,2,"[[ 0.7264578   0.43459392 -1.2239978   0.4192209  -1.2028521  -4.9970765
  -0.5438731   2.2092485   1.609312   -1.0630214  -0.22056492  1.4242022
   0.46920258  0.46229285 -0.09809077  2.1404796  -0.2965681  -0.85394573
  -0.67991793 -0.44264376 -0.54570067 -1.2226738  -0.76438284  1.7987072 ]]"
105,2,"[[ 1.1048959e+00  6.6489637e-01 -9.3642044e-01  2.7382228e-01
  -7.8573227e-03 -5.0194969e+00 -7.3585272e-01  1.5432454e+00
   2.1051598e+00 -1.1218255e+00 -4.5660573e-01  7.4448967e-01
  -1.0330870e+00  1.0557275e+00 -9.2980719e-01  1.2400472e+00
  -1.4943625e+00 -1.4173539e+00 -1.8969265e+00 -1.2293131e+00
  -2.0513982e-03  3.8640863e-01 -6.8282872e-01  1.7019620e+00]]"
106,2,"[[ 0.7982358   0.94078577 -2.2717562  -0.11370917 -1.5084368  -3.925037
  -0.55104315  1.5331023   1.0512608  -0.85636854  0.21235102  1.9261861
  -0.48389733  2.0867145  -2.4998765   2.1140037  -1.0702859  -1.2456927
  -0.44177297 -1.5811788  -0.04916147  0.51737046 -0.629885    0.8624149 ]]"
107,2,"[[ 0.32022697  0.0764941  -1.9117864   0.09130234 -1.5257897  -4.111718
   0.38225693  0.82505596  1.5109491   0.08740306 -0.78834504  0.1636424
  -1.2553478   1.1928395  -2.5202367   0.62452066 -0.62523043 -0.2588914
  -0.70240295 -0.46017396  1.0670896  -0.02196224 -0.04630649  2.0059848 ]]"
108,2,"[[ 0.5750305   0.93561757 -2.9111376   0.28793514 -1.6464407  -4.102104
   0.3023768   0.55629885  1.384109   -0.7781073  -0.07017839 -0.00903082
  -0.6788844   1.4022223  -0.8361036   2.12991    -0.32522145 -1.0357196
  -0.5753258  -0.9671629  -0.4068887   0.7444513   0.10191196  1.3699675 ]]"
109,2,"[[ 0.8933173   0.89690304 -1.7183961   0.38731587 -0.2097916  -4.200845
  -1.282227    0.920771    2.6915445  -0.45257118  0.24299785  0.3149246
  -0.85788924  0.45268893 -1.6319563   1.7726989  -1.5713276  -0.46029818
  -1.3390539  -1.3439394   0.5663242  -0.33064303 -0.48190212  0.16431856]]"
110,2,"[[ 7.5358212e-02  1.1807988e+00 -1.6791840e+00  1.3309866e-03
  -6.7663884e-01 -4.9034138e+00  4.7010243e-01  2.6486976e+00
   1.5377667e+00 -6.4495003e-01  4.3409526e-01  6.6039681e-01
  -9.1504967e-01  1.6719687e+00 -2.4076462e-02  1.3570998e+00
  -6.7663091e-01 -1.9419265e+00 -1.0448244e+00 -1.3423997e+00
   2.5216043e-01  4.8235208e-01 -3.4096798e-01  1.0089619e+00]]"
111,2,"[[ 0.96252143  0.33991924 -2.0784733   0.5250674  -0.46510303 -4.294085
  -0.6157036   1.1094921   2.2408283  -0.07678673  1.1156859   1.0949713
  -0.3424168   1.865658   -2.9669495   1.1090629  -0.4797861  -0.69402564
  -0.31148458 -1.2735608  -0.40791136  0.25549024 -1.4401845   1.41822   ]]"
112,2,"[[ 0.73885053  0.9548595  -1.5062089   0.33553565 -1.1569802  -4.545009
  -1.5456535   1.4323188   1.889486   -0.5497165  -0.32497817  1.9752264
  -1.1117146   1.2747301  -3.5466647   2.672917    0.21698621 -1.5378962
  -0.6396674  -1.5712838  -1.0854131   0.2153378  -0.07319146  1.0597284 ]]"
113,2,"[[ 0.82481015  0.35958466 -2.799056   -0.09305881  0.08005357 -4.328947
   0.4810635   2.2901473   0.7958942  -1.5521781   0.09410292  1.5894363
  -1.3614956   1.5788257  -0.6261499   2.1826978  -0.56222755 -1.4502399
  -1.8363832  -0.62558514 -0.4336249  -0.02808565  0.0046801   1.6371262 ]]"
114,2,"[[ 1.6106303   0.19984308 -3.0815277   0.59412694 -1.7965817  -3.7721438
  -0.61648476  0.8793383   2.0395694  -0.4050026   0.70418394  1.386796
   0.10622728  1.7871009  -1.8857563   1.187496   -0.16810125 -1.4522755
  -0.44002652 -1.2053005  -0.18996227  1.3616394  -0.18668681  2.4226108 ]]"
115,2,"[[ 0.6586869   0.0978688  -0.66694367 -0.8685094  -1.6459281  -4.4611773
   0.8008105   1.5756588   2.7011137  -0.58260596 -0.65481484  1.1152349
  -1.3461139   1.8299333  -1.740972    1.3415167   0.2928422  -1.9564836
  -0.7043136  -0.5075899  -1.0405941   0.26113984 -0.04786301  1.1191543 ]]"
116,2,"[[ 0.95541126  0.61749125 -1.9437289   1.1355577  -0.92501336 -5.005977
   0.47002757  1.0208557   1.5480585  -0.46229222 -0.83020616  0.8472784
  -0.32894748  1.1728091  -0.37249947  1.8560067  -0.93472135 -1.2476597
  -1.948806   -0.6500813   0.42821777 -0.31652105 -0.5841841   1.4462738 ]]"
117,2,"[[ 1.0347246   0.7061985  -2.407991   -0.23595609 -2.504401   -5.0402756
   0.21692592  1.9162366   1.5228612  -1.223868   -1.131252   -0.16858101
  -0.07771462  2.360774   -2.3771887   1.0147835  -0.99495465 -1.930344
  -0.821596   -1.0155958  -0.4016019  -1.5753295  -0.58385867  1.2252836 ]]"
118,2,"[[ 0.67844856  0.42921576 -0.9504297   1.4569066  -1.5647223  -4.9214835
  -0.6561599   1.6950467   1.3919331  -0.38238937 -0.27147654  1.759259
  -0.60609293  0.93182296 -1.7540212   1.8889953  -0.60296667 -0.5904943
  -1.0466255  -0.8573186  -1.0568655  -0.33518544 -1.7803586   0.85014784]]"
119,2,"[[ 1.0124108   0.5068727  -2.003759    0.77839154 -0.03487593 -4.0525136
  -0.2788032   1.0795376   1.592673   -0.8167649  -0.7760305   1.6912992
  -1.2465266   1.9952555  -1.5422525   2.2252698  -1.5511074  -0.44077152
  -0.9257619  -1.0483277   0.09380698  0.9500314  -0.8460841   1.5070962 ]]"
120,2,"[[ 0.8973225   0.06988281 -1.5742726   0.66432923 -1.2993141  -5.0125957
   1.0074248  -0.39687717  2.100288    0.6317709   0.03860137  1.243036
  -2.2004006   0.97182107 -1.0218475   1.1746125   0.9110758  -1.6133131
  -0.15200353 -0.03488356  0.793734    0.8669908   0.25902784  0.17457199]]"
121,2,"[[ 1.1464686   0.6435799  -0.6121607   0.67662007 -0.8210044  -4.8772755
   0.23995131  0.48044682  0.8394761  -0.6615392  -0.29819393  0.6516861
  -0.8292252   2.0861526  -1.6780585   1.71815     0.3242662  -0.5793451
  -0.49439594 -0.86316156 -1.6381152   1.0517359  -0.65883845  2.1539655 ]]"
122,2,"[[ 0.7658644   0.23994267 -1.7988777   1.2040396  -1.4864448  -4.54362
  -0.19988905  0.7023902   1.3372313  -0.9810158  -0.19104546 -0.02691793
  -0.84085655  2.1813428  -0.4913602   1.772659   -0.6365361  -0.64493054
  -1.741651   -0.7184915   0.15948701 -0.39827007 -1.1036534   1.9292911 ]]"
123,2,"[[-0.01446533  0.87072027 -1.5967178   0.3559755  -2.6273675  -4.698566
  -0.77660954  1.2305541   2.0469038   1.201932   -0.690976    1.0279678
  -1.5656428   1.549428   -1.2313904   1.8275001  -0.75394875 -0.15880585
  -0.6867324  -1.130941   -0.92922676  0.02914117 -0.48583782  1.8067129 ]]"
124,2,"[[ 1.5563234   1.123454   -2.5637114   0.55277056 -1.5960414  -4.816412
  -0.4577085   0.61136305  1.128614    0.18289173 -0.14493847 -0.05748969
  -1.6462173   1.1400081  -1.217482    1.2332144  -0.07300895 -0.26783746
  -0.9611063  -0.83749443 -0.04429665 -0.05922592  0.35602355  2.2900963 ]]"
125,2,"[[ 1.2027934   0.4619624  -2.038981    1.6549598  -1.2967274  -4.9709334
  -0.6937055   1.3901488   1.5457666  -1.5429947  -0.1568426   1.96086
  -1.1751615   1.1473509  -1.132472    1.442052   -0.19771434 -0.9136213
  -1.1060342  -1.0173206   0.4471647   0.56714606 -0.1649881   0.7992736 ]]"
126,2,"[[ 0.75733757 -0.60697746 -1.0960677   1.0514425  -1.3008753  -4.430224
  -1.1961294   1.7152998   1.8353764  -0.3406111  -0.97761965  2.2918117
  -0.60779893  2.1747875  -1.9125602   1.059048    0.11166474 -1.6588941
  -0.7913171  -0.7853659  -0.23321451  0.39622164 -0.04636258  1.2868955 ]]"
127,2,"[[ 0.46232718  0.48812243 -1.6703762  -0.9077118   0.01594388 -5.1274304
  -0.5226995   1.4971982   2.169529   -0.42218855 -0.25135034  0.71156764
  -0.45792493  0.93480843 -1.021166    1.6852211   0.59879696 -1.8007193
  -0.18221772 -0.69560766 -0.57155025 -0.07353167 -0.44200745  1.6498296 ]]"
128,2,"[[ 2.1609433   0.86928725 -1.9490697  -0.2231425  -1.4015257  -4.153868
  -0.6703285   2.2999315   2.215683   -1.0620174  -0.72998255  0.8148944
  -1.0128411   2.3747516  -0.43504405  1.0036705  -0.9233896  -1.6978036
  -1.4973781  -0.7414453  -0.65907    -0.4467867  -1.4765797   0.9306769 ]]"
129,2,"[[ 0.7541024  -0.09943217 -0.99227357  0.5923921  -0.40344477 -4.618956
  -0.49605477  1.6456784   1.2425593  -0.6494437   0.6079186   1.4684521
  -0.2692958   1.2552804  -1.6747485   2.1876585  -0.56416214 -0.7421858
  -0.9977113  -0.9870235  -1.2635634   0.14003892 -0.48380738  0.69263536]]"
130,2,"[[ 0.2063253   0.23221204 -1.8115022  -0.05509415 -1.837661   -5.240582
  -0.751403    0.3290441   1.1050732  -0.22448233  0.25558847  1.6313658
  -0.72032773  1.4179386  -2.683484    2.2331157   0.491589   -2.0123768
  -1.6111207  -1.3050078   0.2016733  -0.5431797  -0.7802601   2.357363  ]]"
131,2,"[[ 0.5004086   1.1289315  -1.1836512  -0.26147974 -0.91115886 -4.1774883
  -0.6693789   0.83107376  1.3716161  -0.5093142  -0.00772706  0.8559747
  -0.09346515  0.45269686 -2.3098612   1.4757679   0.03001171 -0.80232275
  -1.4862299  -0.2667706   0.9591945   0.9178963  -0.65935916  1.5847623 ]]"
132,2,"[[ 0.8071265  -0.3659597  -1.723368    0.14970662 -1.023819   -3.7377672
  -0.75583434  1.7050605   1.8121133  -1.024178    0.03875142 -0.69291556
  -0.5091536   0.5779543  -1.7922255   1.3213797  -0.12175107 -0.75615525
  -1.774501   -0.93832934  0.34731066 -0.18489307 -1.09217     1.0356883 ]]"
133,2,"[[ 1.187563    1.1636126  -2.90105     0.7374242  -1.4274608  -4.708737
  -0.84161806  1.81356     2.1060236  -0.1364629   0.15950763  0.67169833
  -0.9590469   1.5236732  -2.0107524   2.0837407  -0.14896917 -0.95939183
  -0.85248196 -1.2706561   0.6433494   0.77067757 -0.15643048  0.9483922 ]]"
134,2,"[[ 0.18303937  0.86243635 -1.7210089   0.3226877  -0.60628015 -3.8881395
  -0.30932015  0.77854     1.8246247  -1.0937068   0.10815942  0.7981291
  -0.43271688  1.2100129  -0.9240491   1.7943792  -0.23718582 -0.88349396
  -0.31910035 -1.1003042  -0.08776122  0.3878055  -0.8949081   1.3024608 ]]"
135,2,"[[ 0.30161566  0.36422503 -1.965207   -0.54935217 -0.17002833 -4.9657803
  -1.1998352   0.40238535  2.2019837  -0.50256544 -0.6739384   0.7077397
  -0.45847926  1.417956   -2.632279    1.6990249   0.7631217  -1.3656491
  -1.5864751  -1.4716761  -1.0081758   0.09206986 -0.82935184  0.7238725 ]]"
136,2,"[[ 1.0928191   0.91410077 -2.1833453   0.07558833 -0.95793074 -4.9362364
  -0.49544373  1.8205831   1.777588    0.29777998 -1.6163609  -0.05906034
  -0.84296006  1.7097783  -2.9973478   1.1538928  -0.25567177 -0.9751994
  -1.1922847  -0.3065434   0.5650149   0.31408077 -0.3451369   1.3877037 ]]"
137,2,"[[ 0.5088563   1.1526626  -1.5802063   0.2613475  -1.4966114  -4.8007946
  -0.30583084  1.683826    1.7646948  -0.07352307 -1.1996863   0.2532609
  -1.0189312   1.2987896  -1.5146495   1.7139459   0.00594962 -0.93455166
  -0.7222607  -0.48947412 -1.008337   -0.05186081 -1.5264161   1.9292837 ]]"
138,2,"[[ 0.9814025   0.66884005 -2.9367204   0.75537884 -1.805938   -4.705959
  -0.7441249   0.8540064   1.8605711  -0.64388025 -0.26579398  1.8154767
   0.10574418  1.5838386  -2.7310717   0.53754115  0.06975248 -0.76581943
   0.08913809 -0.7297687   0.11327794  0.89642185 -0.07920384  2.2337043 ]]"
139,2,"[[ 1.0354884   0.7250273  -1.9190061   0.42874032 -1.9263284  -4.6577106
  -1.2081256   2.256805    2.266298    0.3252446   0.24501756  1.2431915
  -0.50505227  1.1966166  -1.0156817   2.0256405   0.15744987 -0.75177026
  -0.5364431  -0.8228606  -1.1362514   0.69841444 -0.772441    1.3601571 ]]"
140,2,"[[ 1.3152733   0.6857277  -2.43614     0.83224714 -1.3593636  -4.0386963
  -0.23020111  0.97728777  2.575138   -1.2372613  -0.95479923  1.2018563
  -0.5148265   1.5550723  -0.9719193   2.0224268  -0.7422173  -0.8997716
  -0.37827834 -0.51200485 -0.8468629   0.47630045 -0.39257085  1.32062   ]]"
141,2,"[[ 1.5599872   0.34999144 -2.5678241   0.95249426 -0.8461635  -5.113179
  -1.213692    0.8343068   1.5814667  -0.7023266  -0.24336924  1.2805836
  -1.1622367   2.3389494  -1.7869582   1.3554089  -1.1923926  -1.7742169
  -1.7657387  -0.8947859   0.0798756   0.7542231  -0.9948808   1.7091842 ]]"
142,2,"[[ 0.18722922  0.15858844 -2.4917507   0.20651327 -1.3338385  -4.9574313
   0.2004261   0.38537383  1.3663589  -0.7275679  -0.4181475   0.40358406
  -1.6505799   1.5582261  -1.1538174   0.719054   -0.00542879 -1.4651842
  -0.5381986  -0.43302143 -1.6543474   0.05503909  0.09677374  2.6999896 ]]"
143,2,"[[ 0.4825641   0.26298687 -2.2089875  -0.6228374  -1.0249448  -4.4170413
  -0.5287185   1.7434661   1.7765131  -0.8711833  -1.0551815   2.1502435
  -0.81399626  0.8598769  -2.0868244   1.3790306  -0.39934465 -0.48688865
  -0.8831733  -0.95314723 -0.26620275  1.236232   -1.1034896   1.6490602 ]]"
144,2,"[[ 1.2245765   1.3721629  -2.6641486   0.33472615 -2.1652112  -4.153104
  -0.23772025  0.35607207  1.7447643  -1.2272484  -0.0656976  -0.06270707
  -0.87483543  1.4621283  -0.7819873   1.2682531   0.06445059 -0.9574096
  -0.45516667 -0.8264255  -0.9499606   0.5101494  -0.5732578   1.3245792 ]]"
145,2,"[[ 0.9412487   0.57611513 -1.2376783   0.3854755  -0.31507713 -5.087077
  -0.3341282   1.2858924   1.6846703  -0.31014788  0.07862771  0.85632825
  -1.4955835   1.1755168  -1.0929343   1.8361069  -0.1180993  -1.0131974
  -2.1336994  -1.2227935  -0.81368375  0.57504225 -0.8158748   1.2672513 ]]"
146,2,"[[ 1.0480448   0.9330169  -1.3067491   0.10159771 -1.8850067  -4.5391803
  -0.6756246   1.7922568   2.1708734   0.06432378 -0.41361806  0.743649
  -0.9710494   0.7975781  -1.3940206   1.850286    0.27318943  0.2724092
  -0.85063475 -0.9110152  -0.67821693 -0.07728301  0.01585066  1.7492301 ]]"
147,2,"[[ 3.4596920e-03  5.4753828e-01 -1.9100039e+00 -6.0683882e-01
  -1.7274425e+00 -4.3345623e+00 -8.4236646e-01  7.8210741e-01
   1.2544559e+00 -1.3435295e+00  5.5846113e-01 -2.5087833e-02
  -1.1989398e+00  1.0425236e+00 -2.7503967e+00  2.4377668e+00
  -4.8053879e-01 -1.6901536e+00 -2.9983771e-01 -5.0821900e-01
   8.6965054e-02 -6.7247105e-01 -1.4095069e+00  1.7963334e+00]]"
